date,city_id,city_label,crime_type,global_trend_centered,city_trend_centered
2018-10-01,AR0040100,"Bentonville, AR",assault,-0.15343708174260406,-0.3659793429804079
2018-11-01,AR0040100,"Bentonville, AR",assault,-0.1515915376100878,-0.3449363914619745
2018-12-01,AR0040100,"Bentonville, AR",assault,-0.14909135425633835,-0.32246063418663873
2019-01-01,AR0040100,"Bentonville, AR",assault,-0.14580056097014094,-0.29721668044830096
2019-02-01,AR0040100,"Bentonville, AR",assault,-0.14183579246157763,-0.27014202963344935
2019-03-01,AR0040100,"Bentonville, AR",assault,-0.1377131601639956,-0.24430014920811693
2019-04-01,AR0040100,"Bentonville, AR",assault,-0.13259103199649047,-0.2143596058135806
2019-05-01,AR0040100,"Bentonville, AR",assault,-0.12711739093223073,-0.18425820296742934
2019-06-01,AR0040100,"Bentonville, AR",assault,-0.12097149339999724,-0.15220701532943792
2019-07-01,AR0040100,"Bentonville, AR",assault,-0.11459212546927766,-0.1204823779853541
2019-08-01,AR0040100,"Bentonville, AR",assault,-0.10759816177775683,-0.08718714996176224
2019-09-01,AR0040100,"Bentonville, AR",assault,-0.10024054843930053,-0.053591813561965296
2019-10-01,AR0040100,"Bentonville, AR",assault,-0.09281677569532043,-0.021005262463116736
2019-11-01,AR0040100,"Bentonville, AR",assault,-0.08487609119594808,0.012527105225187185
2019-12-01,AR0040100,"Bentonville, AR",assault,-0.07697307371823214,0.04463339441394787
2020-01-01,AR0040100,"Bentonville, AR",assault,-0.06862502126338832,0.07723618953290057
2020-02-01,AR0040100,"Bentonville, AR",assault,-0.06013728054387357,0.10903447005095401
2020-03-01,AR0040100,"Bentonville, AR",assault,-0.05211087261654157,0.1378546543056789
2020-04-01,AR0040100,"Bentonville, AR",assault,-0.043481676342297604,0.16746000529310656
2020-05-01,AR0040100,"Bentonville, AR",assault,-0.03512420448086573,0.1947210817063425
2020-06-01,AR0040100,"Bentonville, AR",assault,-0.02652545807454665,0.22123745379008675
2020-07-01,AR0040100,"Bentonville, AR",assault,-0.018282471507289344,0.24508987133305205
2020-08-01,AR0040100,"Bentonville, AR",assault,-0.009889878174337952,0.2676506606552582
2020-09-01,AR0040100,"Bentonville, AR",assault,-0.0016693859520291454,0.2878691269182383
2020-10-01,AR0040100,"Bentonville, AR",assault,0.006079324792782614,0.3049943731360667
2020-11-01,AR0040100,"Bentonville, AR",assault,0.01383561440161607,0.32001167462633084
2020-12-01,AR0040100,"Bentonville, AR",assault,0.021089330493690994,0.3320313583983445
2021-01-01,AR0040100,"Bentonville, AR",assault,0.02832044805045264,0.3419956206950232
2021-02-01,AR0040100,"Bentonville, AR",assault,0.035279177080813184,0.3496067353884911
2021-03-01,AR0040100,"Bentonville, AR",assault,0.04132727513329648,0.354579112350061
2021-04-01,AR0040100,"Bentonville, AR",assault,0.04775735118331781,0.35811156349361717
2021-05-01,AR0040100,"Bentonville, AR",assault,0.053710451495627254,0.35968819904926086
2021-06-01,AR0040100,"Bentonville, AR",assault,0.05957984333302413,0.3595550120454938
2021-07-01,AR0040100,"Bentonville, AR",assault,0.06498340442079176,0.35785545258938356
2021-08-01,AR0040100,"Bentonville, AR",assault,0.0702777660734224,0.3546171007086425
2021-09-01,AR0040100,"Bentonville, AR",assault,0.07527440146008324,0.35001550456591524
2021-10-01,AR0040100,"Bentonville, AR",assault,0.07982289023351541,0.34440069624083236
2021-11-01,AR0040100,"Bentonville, AR",assault,0.08422285888725867,0.3375392391698462
2021-12-01,AR0040100,"Bentonville, AR",assault,0.08818698664231661,0.33000866539984663
2022-01-01,AR0040100,"Bentonville, AR",assault,0.09197594259099873,0.32144782067094724
2022-02-01,AR0040100,"Bentonville, AR",assault,0.09544888607487323,0.31223814305368336
2022-03-01,AR0040100,"Bentonville, AR",assault,0.09831103696037502,0.30348244116900425
2022-04-01,AR0040100,"Bentonville, AR",assault,0.10117230125855947,0.29343779574944406
2022-05-01,AR0040100,"Bentonville, AR",assault,0.10363017697893717,0.2834980402128835
2022-06-01,AR0040100,"Bentonville, AR",assault,0.10584491641150962,0.27314140818167587
2022-07-01,AR0040100,"Bentonville, AR",assault,0.10767018130767703,0.26317092686143084
2022-08-01,AR0040100,"Bentonville, AR",assault,0.10922404990249213,0.2530627814889179
2022-09-01,AR0040100,"Bentonville, AR",assault,0.11043937609675503,0.2432680192121257
2022-10-01,AR0040100,"Bentonville, AR",assault,0.11130286553554924,0.2340938293219086
